,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,prefered_category,training_ID,training_type,training_name,trainer_name,training_total_meetings,training_price,discount_training,cross_selling,upselling
3715,P3716,UD Maulana Hassanah,Kamidin Wahyuni,"Gang Cikapayang No. 57
Palopo, Aceh 13157",(0085) 750-1607,wacanaimam@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2030-03-04,5,peristiwa khusus,18,Group,10800000.0,5,social media,positif,bagus,90,23,85,5,Ya,5,Credit & Collection Series,B3716,Credit & Collection Series,Managing Corporate Collection,Ibun,14,1000000,40,Professional Debt Collection Skills,Managing Corporate Collection
3716,P3717,Perum Samosir Jailani (Persero) Tbk,Hilda Thamrin,"Jalan K.H. Wahid Hasyim No. 91
Kota Administrasi Jakarta Utara, YO 20348",088 145 7002,irausada@example.org,Aktivitas Keuangan dan Asuransi,2030-03-05,4,peristiwa khusus,16,Group,38400000.0,4,social media,positif,bagus,90,25,80,4,Ya,5,Finance Series,B3717,Finance Series,International Banking Facility,Ibun,14,4000000,40,Cash Flow & Credit Management,International Banking Facility
3717,P3718,UD Prakasa Nainggolan (Persero) Tbk,Laswi Wulandari,"Gang Ir. H. Djuanda No. 04
Bandar Lampung, Kepulauan Bangka Belitung 85972",082 489 1637,uda13@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-03-06,3,diskon,11,Group,44000000.0,4,social media,positif,bagus,60,19,60,4,Ya,3,Other Series,B3718,Other Series,Health And Safety Environment,Ibun,12,5000000,20,Customer Service Excellence For Basic and Frontliner,Health And Safety Environment
3718,P3719,UD Yulianti (Persero) Tbk,Titi Farida,"Jl. Sadang Serang No. 13
Kendari, Sulawesi Utara 30111",(051) 684 9214,starihoran@example.net,Pertambangan dan Penggalian,2030-03-07,3,diskon,10,Group,30000000.0,4,social media,positif,bagus,75,17,65,4,Ya,4,Office & Administration Series,B3719,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,12,4000000,25,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
3719,P3720,PD Haryanti (Persero) Tbk,"Vivi Simbolon, S.Ked","Jalan Astana Anyar No. 07
Palembang, Maluku 99242",(043) 868-7175,mardhiyahkenes@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2030-03-08,4,peristiwa khusus,8,Group,44800000.0,3,social media,positif,bagus,75,17,60,4,Ya,3,Training Series,B3720,Training Series,Comprehensive Train The Trainers,Haris,11,7000000,20,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3720,P3721,UD Kusumo,"Ajimat Mahendra, S.Farm","Jl. Pasteur No. 7
Kota Administrasi Jakarta Pusat, BA 12610",+62 (163) 398-9933,budimantimbul@example.org,Pertambangan dan Penggalian,2030-03-09,4,diskon,19,Group,125400000.0,4,social media,positif,bagus,85,21,85,5,Ya,5,Office & Administration Series,B3721,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Iqbal,17,11000000,40,Secretary Development Program,Manajemen Filling & Tata Kelola Kantor
3721,P3722,PD Yuniar,Drs. Kayun Lestari,"Gang Suniaraja No. 439
Metro, LA 22847",+62 (058) 600-7945,cakrabuana48@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-03-10,4,peristiwa khusus,16,Group,67200000.0,5,social media,positif,bagus,90,25,90,5,Ya,5,Other Series,B3722,Other Series,Health And Safety Environment,Ibun,17,7000000,40,Information Security Awareness,Health And Safety Environment
3722,P3723,UD Dabukke (Persero) Tbk,Ulya Pudjiastuti,"Jalan Jend. A. Yani No. 96
Pasuruan, KB 76334",+62 (0665) 544-2497,krahimah@example.org,"Kesenian, Hiburan Dan Rekreasi",2030-03-11,4,diskon,8,Group,19200000.0,3,social media,positif,bagus,70,16,60,4,Ya,4,Training Series,B3723,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,11,3000000,20,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
3723,P3724,CV Pudjiastuti,Puji Zulkarnain,"Jalan M.T Haryono No. 892
Bandung, ST 77943",+62 (074) 959-8229,nwijayanti@example.com,Informasi Dan Komunikasi,2030-03-12,3,bulan,3,Retail,17100000.0,3,phone,netral,sedang,40,14,50,3,Tidak,3,Training Series,B3724,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,11,6000000,5,Comprehensive Train The Trainers,Train The Trainer For Outbond (Indoor-outdoor) Activity
3724,P3725,CV Nugroho Tbk,Oskar Oktaviani,"Jl. Pasteur No. 0
Salatiga, RI 74706",085 354 5686,bakijanwaluyo@example.com,Pendidikan,2030-03-13,2,bulan,4,Retail,21600000.0,3,phone,netral,buruk,50,11,40,3,Tidak,3,Training Series,B3725,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,11,6000000,10,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
3725,P3726,Perum Hidayat,"Bakidin Hutagalung, M.Kom.","Gang Kutai No. 76
Kediri, SR 01255",081 222 0438,kamariagunarto@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-03-14,2,bulan,2,Retail,12000000.0,2,social media,negatif,buruk,20,7,25,1,Tidak,2,Sales & Marketing Series,B3726,Sales & Marketing Series,Professional Selling Skills,Rian,7,6000000,0,Marketing Research For Business Using SPSS,Professional Selling Skills
3726,P3727,Perum Wacana Samosir,Zahra Rahimah,"Jl. Moch. Toha No. 99
Makassar, BE 66297",(044) 320 4085,atmazulkarnain@example.org,"Pertanian, Kehutanan dan Perikanan",2030-03-15,5,peristiwa khusus,18,Group,54000000.0,5,social media,positif,bagus,85,24,85,4,Ya,5,Other Series,B3727,Other Series,Information Security Awareness,Ibun,17,5000000,40,Health And Safety Environment,Information Security Awareness
3727,P3728,Perum Maulana Dabukke,"Asmuni Prastuti, M.Ak","Gang Merdeka No. 2
Tual, BE 52288",(0253) 269 4481,gmangunsong@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2030-03-16,1,bulan,2,Retail,8000000.0,2,email,negatif,buruk,25,7,35,2,Tidak,2,Other Series,B3728,Other Series,Information Security Awareness,Iqbal,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
3728,P3729,PT Zulaika Permadi (Persero) Tbk,Vivi Hutapea,"Jl. Cikutra Timur No. 495
Tanjungbalai, Papua 45528",+62 (54) 130 3455,wirdajailani@example.org,"Pertanian, Kehutanan dan Perikanan",2030-03-17,3,musiman,7,Group,9100000.0,4,social media,positif,sedang,75,17,65,4,Ya,3,Other Series,B3729,Other Series,Information Security Awareness,Ibun,11,2000000,35,Health And Safety Environment,Information Security Awareness
3729,P3730,PD Ardianto Setiawan Tbk,"Gamblang Hassanah, S.Farm","Gang Pelajar Pejuang No. 500
Bengkulu, Sulawesi Selatan 08798",+62-81-107-2867,olivia25@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-03-18,4,diskon,8,Group,57200000.0,4,social media,positif,bagus,60,15,70,4,Ya,4,HR Series,B3730,HR Series,Build A Great and Strong Corporate Culture,Reza,14,11000000,35,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3730,P3731,CV Hutagalung Melani,Pardi Yuniar,"Gang KH Amin Jasuta No. 5
Bukittinggi, JK 03252",+62-0885-358-8713,ofarida@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-03-19,2,bulan,6,Retail,34200000.0,3,phone,netral,sedang,55,13,40,2,Tidak,3,Training Series,B3731,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,11,6000000,5,Comprehensive Train The Trainers,Train The Trainer For Outbond (Indoor-outdoor) Activity
3731,P3732,PT Mansur Ardianto,"KH. Jaswadi Prastuti, S.T.","Jl. PHH. Mustofa No. 707
Pekanbaru, Lampung 70777",+62 (093) 028-1783,ydabukke@example.org,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-03-20,4,diskon,7,Group,31850000.0,4,email,positif,bagus,60,18,60,4,Ya,4,Other Series,B3732,Other Series,Health And Safety Environment,Ibun,14,7000000,35,Information Security Awareness,Health And Safety Environment
3732,P3733,Perum Winarno Prastuti,Tgk. Maryadi Gunawan,"Jalan Stasiun Wonokromo No. 41
Tarakan, SR 35675",0813044169,plazuardi@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2030-03-21,3,diskon,7,Group,21000000.0,3,social media,positif,bagus,70,15,75,4,Ya,4,Credit & Collection Series,B3733,Credit & Collection Series,Managing Corporate Collection,Ibun,14,4000000,25,Professional Debt Collection Skills,Managing Corporate Collection
3733,P3734,UD Sihombing Winarsih Tbk,Gawati Rahimah,"Gang Ciwastra No. 73
Bengkulu, Nusa Tenggara Barat 62344",+62-002-887-7217,zelda47@example.org,Informasi Dan Komunikasi,2030-03-22,5,diskon,14,Group,84000000.0,5,social media,positif,bagus,90,26,90,4,Ya,5,Training Series,B3734,Training Series,Comprehensive Train The Trainers,Alam,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3734,P3735,PT Yulianti,"H. Ganjaran Prasasta, S.Pd","Gg. Cikapayang No. 2
Denpasar, Banten 01684",+62-329-453-5557,usadaabyasa@example.net,Informasi Dan Komunikasi,2030-03-23,3,bulan,6,Retail,62700000.0,2,email,netral,sedang,55,12,45,3,Tidak,3,Finance Series,B3735,Finance Series,Cash Flow & Credit Management,Ibun,11,11000000,5,International Banking Facility,Cash Flow & Credit Management
3735,P3736,UD Permadi Tbk,Rahayu Setiawan,"Gg. Stasiun Wonokromo No. 374
Bandung, Gorontalo 18117",080 606 9217,auwais@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2030-03-24,4,diskon,19,Group,57000000.0,5,social media,positif,bagus,85,24,85,5,Ya,5,Office & Administration Series,B3736,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,50,Secretary Development Program,Interactive Dashboard with Microsoft Excel
3736,P3737,PD Anggriawan,Agnes Winarno,"Jalan Rungkut Industri No. 633
Tasikmalaya, Riau 64480",+62-110-768-8615,primasitompul@example.org,Pertambangan dan Penggalian,2030-03-25,4,musiman,7,Group,16800000.0,4,social media,positif,bagus,65,17,65,4,Ya,4,Office & Administration Series,B3737,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,11,3000000,20,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
3737,P3738,PT Pudjiastuti Waskita,R. Jabal Budiyanto,"Jalan PHH. Mustofa No. 08
Tebingtinggi, DI Yogyakarta 72839",+62 (000) 953-6998,caturusamah@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-03-26,3,hari spesifik,5,Retail,33250000.0,3,phone,netral,buruk,55,10,55,3,Tidak,2,Other Series,B3738,Other Series,Health And Safety Environment,Ibun,11,7000000,5,Information Security Awareness,Health And Safety Environment
3738,P3739,CV Wasita (Persero) Tbk,Tari Saputra,"Jl. PHH. Mustofa No. 2
Singkawang, JB 93209",+62 (968) 251-2484,rinapuspita@example.org,Pengangkutan dan Pergudangan,2030-03-27,5,diskon,17,Group,112200000.0,4,social media,positif,bagus,90,23,85,4,Ya,5,HR Series,B3739,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3739,P3740,PD Rajasa Natsir,R. Novi Maulana,"Jl. Moch. Ramdan No. 6
Metro, PB 20101",+62 (085) 437 6410,tnatsir@example.net,Pengangkutan dan Pergudangan,2030-03-28,5,diskon,14,Group,30800000.0,5,social media,positif,bagus,90,22,90,4,Ya,5,Sales & Marketing Series,B3740,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,14,4000000,45,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3740,P3741,UD Laksita,Clara Hidayanto,"Gang Soekarno Hatta No. 7
Jambi, JT 45551",+62 (01) 895 8446,liman32@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-03-29,4,diskon,16,Group,96000000.0,5,social media,positif,bagus,90,27,90,4,Ya,5,HR Series,B3741,HR Series,Build A Great and Strong Corporate Culture,Reza,16,10000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3741,P3742,CV Hastuti Tbk,Banara Firgantoro,"Jl. Sukabumi No. 4
Banjarmasin, Sulawesi Tenggara 53672",+62-93-752-5653,cengkal51@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2030-03-30,5,diskon,13,Group,45500000.0,5,social media,positif,bagus,85,27,90,5,Ya,5,Other Series,B3742,Other Series,Health And Safety Environment,Ibun,17,7000000,50,Information Security Awareness,Health And Safety Environment
3742,P3743,CV Utama,Puput Widodo,"Jl. Soekarno Hatta No. 3
Payakumbuh, Kalimantan Tengah 86435",+62 (299) 406-2247,salsabila84@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2030-03-31,4,musiman,8,Group,51200000.0,4,social media,positif,sedang,70,15,60,4,Ya,4,Credit & Collection Series,B3743,Credit & Collection Series,Professional Debt Collection Skills,Ibun,13,8000000,20,Managing Corporate Collection,Professional Debt Collection Skills
3743,P3744,UD Yuliarti Gunarto (Persero) Tbk,Puti Farhunnisa Wulandari,"Jalan Lembong No. 109
Makassar, AC 46294",+62-0738-625-7342,idamanik@example.org,Informasi Dan Komunikasi,2030-04-01,4,diskon,12,Group,57600000.0,5,social media,positif,bagus,85,26,90,5,Ya,5,Training Series,B3744,Training Series,Comprehensive Train The Trainers,Haris,15,8000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3744,P3745,Perum Suryono,"Salsabila Budiman, S.Kom","Jalan Ciwastra No. 57
Padangpanjang, KI 72598",(0942) 485-5824,eva90@example.com,"Pertanian, Kehutanan dan Perikanan",2030-04-02,4,diskon,11,Group,61600000.0,4,social media,positif,bagus,70,15,70,4,Ya,4,Other Series,B3745,Other Series,Health And Safety Environment,Ibun,14,7000000,20,Information Security Awareness,Health And Safety Environment
3745,P3746,PD Nababan,Kanda Santoso,"Gang Kutisari Selatan No. 04
Lubuklinggau, SS 31156",080 951 7807,namagabudi@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-04-03,2,bulan,5,Retail,18000000.0,2,phone,netral,sedang,40,13,55,3,Tidak,3,Other Series,B3746,Other Series,Health And Safety Environment,Ibun,8,4000000,10,Information Security Awareness,Health And Safety Environment
3746,P3747,CV Oktaviani,Sakura Rajata,"Jl. W.R. Supratman No. 4
Bogor, ST 90001",+62 (052) 561 7697,ksiregar@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-04-04,4,diskon,16,Group,105600000.0,5,social media,positif,bagus,90,26,85,5,Ya,5,HR Series,B3747,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3747,P3748,PD Permata Marbun,Paiman Usada,"Gang Erlangga No. 212
Tanjungbalai, Jawa Tengah 98935",(0939) 303 6615,yolandaargono@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2030-04-05,3,bulan,5,Retail,33250000.0,3,phone,netral,buruk,40,13,50,3,Tidak,3,Sales & Marketing Series,B3748,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,11,7000000,5,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3748,P3749,PD Hardiansyah Utama,Maida Nasyiah,"Jalan Moch. Ramdan No. 892
Madiun, KU 29016",+62 (089) 841 2381,novitasariomar@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-04-06,4,diskon,9,Group,33750000.0,3,social media,positif,bagus,60,15,65,4,Ya,3,Sales & Marketing Series,B3749,Sales & Marketing Series,Professional Selling Skills,Rian,11,5000000,25,Sales Forecasting: for Sales Target Results,Professional Selling Skills
3749,P3750,UD Marpaung Prasetyo,Okta Andriani,"Jl. Jayawijaya No. 918
Blitar, Sulawesi Tengah 74715",(096) 049 3246,hendra78@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2030-04-07,5,diskon,20,Group,24000000.0,5,social media,positif,bagus,80,27,85,5,Ya,5,Credit & Collection Series,B3750,Credit & Collection Series,Managing Corporate Collection,Ibun,15,2000000,40,Professional Debt Collection Skills,Managing Corporate Collection
3750,P3751,Perum Najmudin Waskita Tbk,Laras Pratiwi,"Jalan Siliwangi No. 94
Tegal, Kalimantan Utara 78581",+62 (0921) 036-6058,ynovitasari@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2030-04-08,4,musiman,10,Group,70000000.0,4,social media,positif,bagus,75,15,70,3,Ya,3,Training Series,B3751,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,30,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3751,P3752,PD Namaga Ramadan,Endra Pertiwi,"Jl. Kutai No. 15
Purwokerto, Sumatera Utara 77439",+62 (018) 675-6136,irnanto48@example.org,Industri Pengolahan,2030-04-09,3,bulan,3,Retail,25650000.0,3,phone,netral,sedang,55,10,55,3,Tidak,3,HR Series,B3752,HR Series,Build A Great and Strong Corporate Culture,Reza,9,9000000,5,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3752,P3753,PD Safitri Handayani Tbk,"Cut Lala Farida, S.IP","Gang Cikutra Barat No. 258
Salatiga, BT 67485",(039) 476-4313,ssuryatmi@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2030-04-10,4,diskon,14,Group,58800000.0,5,social media,positif,bagus,80,26,90,5,Ya,5,Sales & Marketing Series,B3753,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,17,7000000,40,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3753,P3754,PD Hidayanto,Purwadi Wulandari,"Jalan Suniaraja No. 59
Pontianak, Kepulauan Bangka Belitung 95290",+62 (0224) 493-1347,grahayu@example.org,Industri Pengolahan,2030-04-11,4,diskon,10,Group,64000000.0,3,social media,positif,sedang,65,15,65,3,Ya,3,HR Series,B3754,HR Series,Build A Great and Strong Corporate Culture,Reza,11,8000000,20,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3754,P3755,PT Nasyidah,"R. Tirtayasa Sihombing, M.TI.","Gg. Veteran No. 3
Serang, Bali 32670",+62 (040) 887-7174,nasim50@example.net,Informasi Dan Komunikasi,2030-04-12,5,diskon,12,Group,64800000.0,5,social media,positif,bagus,80,26,85,5,Ya,5,Training Series,B3755,Training Series,Comprehensive Train The Trainers,Haris,16,9000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3755,P3756,Perum Wahyudin,Rahayu Hutasoit,"Jalan Raya Setiabudhi No. 708
Bekasi, DKI Jakarta 72556",+62-088-271-7345,nugrohowisnu@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2030-04-13,5,diskon,16,Group,25600000.0,5,social media,positif,bagus,85,27,90,4,Ya,5,Sales & Marketing Series,B3756,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,14,4000000,60,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3756,P3757,PT Marbun Uwais,Sutan Yosef Anggriawan,"Jl. Rajiman No. 46
Bengkulu, Maluku 22117",(020) 383 7797,ewidodo@example.com,"Pertanian, Kehutanan dan Perikanan",2030-04-14,2,bulan,1,Retail,5000000.0,1,email,negatif,sedang,20,8,35,2,Tidak,1,Training Series,B3757,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Alam,8,5000000,0,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
3757,P3758,PD Suwarno Simbolon,"Hj. Hana Halimah, M.Ak","Gg. Tubagus Ismail No. 21
Tegal, KR 59560",(027) 071-7078,dabukkesalimah@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2030-04-15,4,diskon,11,Group,61600000.0,3,social media,positif,bagus,75,18,70,3,Ya,4,Finance Series,B3758,Finance Series,International Banking Facility,Ibun,14,7000000,20,Finance for Non Finance Executive,International Banking Facility
3758,P3759,Perum Safitri Tampubolon Tbk,Purwanto Hakim,"Gang Jend. A. Yani No. 828
Pekanbaru, AC 39916",0862553313,widya87@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2030-04-16,5,diskon,13,Group,70200000.0,5,social media,positif,bagus,80,29,80,5,Ya,5,Training Series,B3759,Training Series,Comprehensive Train The Trainers,Haris,16,9000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
3759,P3760,CV Uwais Wahyudin Tbk,Wira Mahendra,"Jalan Sukabumi No. 258
Bau-Bau, BE 57920",+62 (0612) 156 4768,kurniawanana@example.com,Aktivitas Keuangan dan Asuransi,2030-04-17,5,diskon,16,Group,61600000.0,5,social media,positif,bagus,90,20,85,5,Ya,5,Finance Series,B3760,Finance Series,International Banking Facility,Alam,17,7000000,45,Cash Flow & Credit Management,International Banking Facility
3760,P3761,CV Santoso Purwanti (Persero) Tbk,Zaenab Natsir,"Gg. Dr. Djunjunan No. 259
Kupang, Riau 94899",080 545 7680,warta59@example.net,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-04-18,5,diskon,19,Group,79800000.0,5,social media,positif,bagus,80,28,85,5,Ya,5,Other Series,B3761,Other Series,Health And Safety Environment,Iqbal,17,7000000,40,Information Security Awareness,Health And Safety Environment
3761,P3762,PD Laksmiwati,Adiarja Narpati,"Gang Dr. Djunjunan No. 233
Pariaman, Jawa Timur 19024",0822285299,sakura38@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2030-04-19,2,bulan,4,Retail,41800000.0,2,social media,netral,sedang,45,13,45,3,Tidak,3,Office & Administration Series,B3762,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Iqbal,11,11000000,5,Secretary Development Program,Manajemen Filling & Tata Kelola Kantor
3762,P3763,CV Kurniawan Tbk,"Bagiya Pudjiastuti, M.M.","Gg. M.T Haryono No. 7
Subulussalam, DI Yogyakarta 88306",+62 (93) 990-2145,laksana22@example.net,Real Estat,2030-04-20,5,diskon,16,Group,28800000.0,5,social media,positif,bagus,80,23,90,5,Ya,5,Finance Series,B3763,Finance Series,International Banking Facility,Alam,14,4000000,55,Cash Flow & Credit Management,International Banking Facility
3763,P3764,PT Ramadan,"Tgk. Galiono Waskita, S.T.","Gg. Raya Setiabudhi No. 2
Manado, Lampung 26357",(0954) 882 5204,cinthiasetiawan@example.org,Pertambangan dan Penggalian,2030-04-21,2,bulan,6,Retail,32400000.0,2,social media,netral,sedang,50,13,55,2,Tidak,3,Office & Administration Series,B3764,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,11,6000000,10,Secretary Development Program,Interactive Dashboard with Microsoft Excel
3764,P3765,PT Prayoga,Oni Suartini,"Jalan Merdeka No. 404
Bandung, Sulawesi Utara 58797",+62 (042) 623-4725,kenesmandasari@example.com,Aktivitas Jasa Lainnya,2030-04-22,3,hari spesifik,3,Retail,29700000.0,3,email,netral,sedang,45,12,50,2,Tidak,3,HR Series,B3765,HR Series,Build A Great and Strong Corporate Culture,Reza,11,11000000,10,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3765,P3766,PD Sihombing,"Tgk. Ganep Habibi, S.T.","Jl. Medokan Ayu No. 38
Pariaman, Lampung 26996",+62 (0845) 061-1076,prima72@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2030-04-23,4,diskon,14,Group,58800000.0,5,social media,positif,bagus,90,20,90,5,Ya,5,Sales & Marketing Series,B3766,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,17,7000000,40,Professional Selling Skills,Sales Forecasting: for Sales Target Results
3766,P3767,PT Hassanah Tbk,Tgk. Unggul Mandala,"Jalan R.E Martadinata No. 64
Purwokerto, Maluku 95358",+62 (631) 286 6665,praba27@example.com,Aktivitas Jasa Lainnya,2030-04-24,3,bulan,6,Retail,62700000.0,2,phone,netral,sedang,45,12,45,2,Tidak,3,HR Series,B3767,HR Series,Build A Great and Strong Corporate Culture,Lukas,11,11000000,5,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
3767,P3768,PD Manullang,Ciaobella Damanik,"Jl. Siliwangi No. 287
Padang, JA 55937",(0785) 807-3809,chelsea42@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2030-04-25,4,musiman,10,Group,49000000.0,3,social media,positif,buruk,75,19,60,4,Ya,3,Other Series,B3768,Other Series,Health And Safety Environment,Ibun,14,7000000,30,Information Security Awareness,Health And Safety Environment
3768,P3769,PT Maulana (Persero) Tbk,Banawa Hassanah,"Gg. Erlangga No. 0
Mojokerto, Kepulauan Riau 56808",+62 (029) 948 7732,winarsihmarwata@example.net,Pengangkutan dan Pergudangan,2030-04-26,3,diskon,8,Group,60000000.0,4,email,positif,bagus,75,16,65,4,Ya,4,HR Series,B3769,HR Series,Build A Great and Strong Corporate Culture,Reza,13,10000000,25,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
3769,P3770,CV Waskita Sihombing,"Kartika Wibisono, S.Pt","Jl. Ahmad Yani No. 636
Bitung, DKI Jakarta 14946",+62-058-840-9102,mayasariridwan@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2030-04-27,5,diskon,20,Group,66000000.0,5,social media,positif,bagus,80,28,85,4,Ya,5,Other Series,B3770,Other Series,Health And Safety Environment,Ibun,16,6000000,45,Information Security Awareness,Health And Safety Environment
3770,P3771,CV Wijayanti Suryatmi Tbk,Jamal Waskita,"Jl. Rungkut Industri No. 447
Probolinggo, DKI Jakarta 50045",+62 (54) 979 6692,parman60@example.org,Konstruksi,2030-04-28,5,diskon,16,Group,70400000.0,5,social media,positif,bagus,80,26,90,5,Ya,5,HR Series,B3771,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,60,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
