sales_ID,sales_name,sales_email,sales_phone
S0310,"Nadia Simbolon, M.Pd",ksimbolon@yahoo.com,+62 (545) 511-0486
S0385,Lasmono Mayasari,sudiatigading@yahoo.com,(0810) 410 4512
S0098,T. Jail Januar,qpermata@hotmail.com,+62 (04) 720 2163
S0019,"Sutan Enteng Riyanti, M.Kom.",marsito73@yahoo.com,+62 (0493) 519-4469
S0431,Mulyanto Saputra,jokosiregar@gmail.com,+62-036-388-6778
S0278,Daruna Megantara,gawatiusamah@hotmail.com,+62-443-415-3970
S0493,Cut Elvina Yulianti,siraitrahman@yahoo.com,+62-328-328-8571
S0078,Farah Usada,kurnia36@yahoo.com,+62-192-806-6827
S0486,Gamani Permata,wasitaraden@gmail.com,(0084) 115 2124
S0435,"Kayla Dongoran, S.Kom",yolandajagaraga@hotmail.com,+62-063-895-7304
S0227,KH. Asman Prabowo,fyuliarti@hotmail.com,+62-25-047-1127
S0451,Jamal Wahyudin,ramasuartini@gmail.com,(0287) 105 8714
S0271,"Kayla Wijayanti, M.Ak",margana27@hotmail.com,+62-056-231-4037
S0279,"Cut Jelita Lazuardi, S.I.Kom",ohutagalung@gmail.com,+62 (0883) 087 0561
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0015,"Yuni Mardhiyah, M.M.",fpradipta@hotmail.com,(030) 397-8373
S0342,Anastasia Suwarno,brahayu@hotmail.com,+62 (048) 198-4485
S0179,Hj. Rina Rahimah,ilsabudiyanto@hotmail.com,+62 (27) 692-4596
S0247,Balijan Ramadan,qhakim@yahoo.com,0859959241
S0115,"Lala Pangestu, M.M.",zsimanjuntak@hotmail.com,0811429903
S0125,Jatmiko Anggraini,galar61@yahoo.com,0842297269
S0075,"T. Kacung Putra, S.T.",novamayasari@hotmail.com,+62-0242-894-3591
S0235,Elisa Prabowo,farah15@hotmail.com,+62-0113-923-9762
S0168,Saka Marbun,haryantokurnia@gmail.com,080 630 0068
S0471,"Gilang Situmorang, S.Ked",osimanjuntak@hotmail.com,+62 (27) 510-7589
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0427,"Puti Nadia Anggraini, S.Pt",mahendraelvina@yahoo.com,(050) 466-5910
S0301,dr. Lalita Pudjiastuti,suryatmigalak@gmail.com,(090) 388 7633
S0148,Maida Pradana,ubudiyanto@yahoo.com,(011) 890 9147
S0438,Dono Waskita,setiawanparis@gmail.com,+62 (54) 690 5604
S0277,Upik Haryanti,zahra40@yahoo.com,+62-705-677-3233
S0266,Pangestu Maulana,elma72@gmail.com,+62 (0275) 420-3778
S0496,Ana Utami,nurainipangeran@hotmail.com,0877268021
S0320,"Prakosa Sinaga, M.TI.",pnuraini@gmail.com,+62 (054) 528-4549
S0099,"Hj. Rahmi Budiyanto, M.Ak",gaimandongoran@hotmail.com,+62-030-684-9275
S0028,drg. Karya Gunarto,cagaknugroho@gmail.com,+62 (068) 218 4212
S0323,"Lili Pradipta, M.TI.",radika53@hotmail.com,(0013) 714 6891
S0332,Praba Narpati,capalailasari@yahoo.com,+62 (0693) 112 0644
S0483,Ellis Wibisono,hidayatemin@hotmail.com,+62-09-118-0683
S0017,Olga Hardiansyah,kamal11@yahoo.com,+62-008-327-9016
S0402,"R. Bella Maulana, M.TI.",aryaniibrani@yahoo.com,+62 (024) 355-8841
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0310,"Nadia Simbolon, M.Pd",ksimbolon@yahoo.com,+62 (545) 511-0486
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0423,R.M. Danu Purwanti,nyoman47@yahoo.com,+62 (903) 731 3551
S0423,R.M. Danu Purwanti,nyoman47@yahoo.com,+62 (903) 731 3551
S0333,"Enteng Rajasa, S.E.",hidayatpadma@yahoo.com,(015) 835-4166
S0432,Hasna Hutagalung,kanipertiwi@yahoo.com,089 237 8801
S0279,"Cut Jelita Lazuardi, S.I.Kom",ohutagalung@gmail.com,+62 (0883) 087 0561
S0155,Galur Maryati,sitompuldwi@yahoo.com,(0284) 194-4574
S0323,"Lili Pradipta, M.TI.",radika53@hotmail.com,(0013) 714 6891
S0443,Ajeng Tamba,vanesanashiruddin@yahoo.com,+62-515-860-7818
S0242,"Maya Prabowo, M.Pd",hfirmansyah@gmail.com,+62-816-557-6725
S0061,"Karimah Putra, S.E.",malika08@gmail.com,(016) 433-2412
S0087,Padma Agustina,gatrasitumorang@gmail.com,+62-0730-091-4481
S0250,Ida Purwanti,novi63@gmail.com,+62 (0313) 255 5393
S0346,Galak Mansur,mustofawulandari@gmail.com,(0558) 805 7597
S0100,Alika Mansur,flaksita@yahoo.com,+62-0052-202-2742
S0050,"Gabriella Sihombing, S.IP",faridadarijan@hotmail.com,(0609) 090 4139
S0435,"Kayla Dongoran, S.Kom",yolandajagaraga@hotmail.com,+62-063-895-7304
S0241,Usman Tampubolon,bakijanwinarsih@hotmail.com,+62-42-249-0643
S0336,Upik Wahyuni,alambana80@gmail.com,+62 (509) 744 5434
S0040,"H. Limar Hardiansyah, M.M.",suartiniradika@yahoo.com,+62 (074) 986-9978
S0099,"Hj. Rahmi Budiyanto, M.Ak",gaimandongoran@hotmail.com,+62-030-684-9275
S0475,Rangga Lazuardi,mardianto@gmail.com,0898696673
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0347,Reksa Puspita,esitumorang@hotmail.com,+62 (094) 171-7915
S0030,Widya Budiman,sabar64@yahoo.com,+62 (082) 610-9893
S0105,"Dr. Elma Saputra, S.H.",paris49@yahoo.com,(0628) 947 4407
S0178,"Jelita Susanti, S.E.",rafisihombing@hotmail.com,(0854) 297 6051
S0451,Jamal Wahyudin,ramasuartini@gmail.com,(0287) 105 8714
S0032,Galiono Wibisono,vimanusamah@yahoo.com,+62-25-782-9439
S0347,Reksa Puspita,esitumorang@hotmail.com,+62 (094) 171-7915
S0253,"R. Lasmono Nainggolan, S.E.",dadi09@yahoo.com,+62 (0878) 030 1782
S0199,Taufik Latupono,suryonoella@hotmail.com,+62 (0800) 497-0978
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0439,Kunthara Hutasoit,winarsihmulya@hotmail.com,0887814001
S0473,Tgk. Talia Halim,dpratama@gmail.com,(0470) 279 6391
S0358,R. Wulan Suartini,titin71@gmail.com,+62 (897) 483-9744
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0181,Uli Waluyo,eka64@yahoo.com,+62 (97) 934-3579
S0388,Zizi Puspita,cagerirawan@yahoo.com,+62 (99) 877 1968
S0317,Jaeman Ramadan,pangestubakiman@gmail.com,+62 (060) 060 1083
S0250,Ida Purwanti,novi63@gmail.com,+62 (0313) 255 5393
S0313,"Safina Kuswandari, S.E.I",zkusumo@yahoo.com,+62-69-346-9006
S0289,"Puti Belinda Wijaya, S.H.",eriyanti@yahoo.com,+62 (0312) 713-8993
S0027,"Luthfi Sudiati, S.Kom",widya39@yahoo.com,+62 (47) 258-5380
S0402,"R. Bella Maulana, M.TI.",aryaniibrani@yahoo.com,+62 (024) 355-8841
S0269,Laksana Sitompul,heru91@yahoo.com,(0445) 377-9953
S0320,"Prakosa Sinaga, M.TI.",pnuraini@gmail.com,+62 (054) 528-4549
S0025,Prayoga Irawan,wastutizahra@yahoo.com,+62 (040) 123-1860
S0254,Zulfa Gunawan,whardiansyah@yahoo.com,+62 (0826) 179 3470
S0464,Tania Marpaung,qhutagalung@gmail.com,(044) 588-7124
S0417,Nabila Gunawan,dasanasyiah@hotmail.com,+62 (80) 417 6321
S0421,Vivi Prasetya,bagusuyainah@hotmail.com,+62 (0442) 270-6801
S0164,"KH. Elvin Hardiansyah, S.Kom",yunita53@yahoo.com,0806673419
S0319,Hj. Kania Mustofa,hasanahprasetya@yahoo.com,+62 (0067) 447-2629
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0148,Maida Pradana,ubudiyanto@yahoo.com,(011) 890 9147
S0404,Hafshah Andriani,akarsana00@gmail.com,+62 (48) 653-2175
S0252,Siti Hariyah,suryatmieka@yahoo.com,0848261701
S0241,Usman Tampubolon,bakijanwinarsih@hotmail.com,+62-42-249-0643
S0013,Upik Anggraini,sprakasa@yahoo.com,+62 (69) 724-9862
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0445,Caturangga Iswahyudi,fujiatimelinda@gmail.com,+62 (005) 033 8867
S0007,"Jessica Wacana, S.I.Kom",kayla75@hotmail.com,+62 (45) 051-1767
S0238,R.A. Nabila Sihombing,cawukrahmawati@gmail.com,+62 (22) 917-3670
S0083,"Jaswadi Mandala, M.TI.",dewi87@hotmail.com,+62 (094) 099-3682
S0320,"Prakosa Sinaga, M.TI.",pnuraini@gmail.com,+62 (054) 528-4549
S0169,Darmana Saefullah,lurhur99@hotmail.com,+62-960-977-7236
S0374,Ira Nababan,jprasetya@gmail.com,0814695999
S0108,"Elma Puspasari, M.TI.",fmarpaung@hotmail.com,0836616769
S0498,Salsabila Prasetyo,kurniasudiati@gmail.com,(039) 611-9238
S0364,Tantri Prasetyo,ssamosir@yahoo.com,+62 (852) 403-1304
S0290,"R.A. Rika Ramadan, S.Pt",marwataprabowo@hotmail.com,+62-273-130-0036
S0462,Luwes Hariyah,victoriauyainah@hotmail.com,+62 (19) 875 1045
S0102,Irnanto Wahyudin,bmegantara@hotmail.com,085 426 1569
S0428,Olga Andriani,cemani13@hotmail.com,+62 (82) 338 8435
S0383,Nasim Rajata,shalimah@gmail.com,+62 (70) 622 7745
S0220,Ulva Mandala,yyolanda@yahoo.com,+62 (72) 294-8352
S0127,Puput Firgantoro,fprayoga@yahoo.com,+62 (23) 734-2324
S0166,"Cut Wani Thamrin, S.Pd",heryantomarpaung@yahoo.com,+62 (029) 296-3982
S0313,"Safina Kuswandari, S.E.I",zkusumo@yahoo.com,+62-69-346-9006
S0306,Tgk. Ami Nasyidah,kusmawatiamalia@hotmail.com,+62-013-256-3262
S0158,"Cut Tira Suryatmi, S.Gz",csiregar@yahoo.com,+62 (52) 302-7504
S0247,Balijan Ramadan,qhakim@yahoo.com,0859959241
S0401,Patricia Usamah,usadacahyadi@hotmail.com,+62-0786-800-9296
S0431,Mulyanto Saputra,jokosiregar@gmail.com,+62-036-388-6778
S0088,Bella Nugroho,purwantipranata@gmail.com,086 666 2115
S0189,"T. Galih Uyainah, S.Pt",irawankusuma@hotmail.com,+62-0976-796-7499
S0481,Mila Gunawan,cagak44@hotmail.com,+62-061-625-1898
S0103,"Mursinin Uwais, M.Ak",marsitohutapea@yahoo.com,+62 (0457) 603 3776
S0176,Ian Laksmiwati,najmudinozy@yahoo.com,+62 (074) 264-0511
S0118,"Drs. Setya Pudjiastuti, S.Pd",ousamah@gmail.com,+62-106-765-7070
S0320,"Prakosa Sinaga, M.TI.",pnuraini@gmail.com,+62 (054) 528-4549
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0266,Pangestu Maulana,elma72@gmail.com,+62 (0275) 420-3778
S0339,"Yulia Sirait, S.Gz",raditsimbolon@hotmail.com,+62 (271) 621 3412
S0208,Padma Rajasa,budiyantolanang@yahoo.com,(0763) 371 6643
S0005,"Okta Purnawati, S.Farm",wasitacandra@hotmail.com,+62 (027) 997 6053
S0385,Lasmono Mayasari,sudiatigading@yahoo.com,(0810) 410 4512
S0172,Uli Riyanti,krahmawati@yahoo.com,0859163685
S0035,Dasa Maulana,fujiatieman@gmail.com,+62-0248-219-8111
S0180,Dr. Lurhur Nugroho,hasta68@hotmail.com,(009) 653-8402
S0371,Cut Amalia Mustofa,jlatupono@yahoo.com,+62 (0077) 836-5095
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0343,Aisyah Wijayanti,karimah77@gmail.com,+62 (049) 579 4666
S0118,"Drs. Setya Pudjiastuti, S.Pd",ousamah@gmail.com,+62-106-765-7070
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0250,Ida Purwanti,novi63@gmail.com,+62 (0313) 255 5393
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0112,Fathonah Maulana,respatimandasari@hotmail.com,+62 (086) 212 3171
S0124,"Baktiadi Waskita, M.M.",jailaniyusuf@gmail.com,081 043 1655
S0324,Cut Ina Widodo,panca47@yahoo.com,+62-008-115-5690
S0404,Hafshah Andriani,akarsana00@gmail.com,+62 (48) 653-2175
S0287,"Puti Kania Nurdiyanti, S.Kom",irawanbakda@yahoo.com,(0636) 328 7454
S0332,Praba Narpati,capalailasari@yahoo.com,+62 (0693) 112 0644
S0219,Hilda Ramadan,gaiman02@hotmail.com,+62 (0297) 410 7685
S0223,Maria Ardianto,nadinerahmawati@yahoo.com,+62-61-955-8279
S0387,drg. Candrakanta Mansur,elisaharyanti@gmail.com,+62 (0580) 613-7353
S0142,"Ade Zulaika, M.TI.",bpurnawati@yahoo.com,+62 (0773) 886 3758
S0155,Galur Maryati,sitompuldwi@yahoo.com,(0284) 194-4574
S0441,KH. Rahman Kusmawati,dartono65@yahoo.com,+62 (031) 646-6792
S0453,Lidya Saptono,lurhuranggriawan@gmail.com,+62-048-556-7301
S0251,Devi Suryono,ozyhariyah@hotmail.com,+62 (061) 006-2750
S0165,Jasmani Dabukke,baktiono82@yahoo.com,+62 (14) 422 1971
S0317,Jaeman Ramadan,pangestubakiman@gmail.com,+62 (060) 060 1083
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0352,T. Niyaga Gunarto,prabowo89@hotmail.com,+62-026-948-1324
S0005,"Okta Purnawati, S.Farm",wasitacandra@hotmail.com,+62 (027) 997 6053
S0366,"Cut Rahmi Nugroho, S.E.I",ziziprastuti@yahoo.com,(084) 188-7142
S0060,Ratna Hartati,permadicawisono@gmail.com,+62 (072) 545-6007
S0316,"Tgk. Carla Prabowo, S.Farm",taufik78@yahoo.com,(0303) 087 1237
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0490,"H. Candra Puspita, S.Sos",yuliantijagapati@gmail.com,+62 (80) 428 4135
S0447,"Ir. Zelaya Tampubolon, M.TI.",mardhiyahfathonah@gmail.com,(0969) 962-9219
S0397,drg. Harto Irawan,ihsanmulyani@yahoo.com,+62 (0332) 958-0237
S0109,Ilyas Namaga,taufik80@hotmail.com,(0065) 181 6331
S0127,Puput Firgantoro,fprayoga@yahoo.com,+62 (23) 734-2324
S0112,Fathonah Maulana,respatimandasari@hotmail.com,+62 (086) 212 3171
S0229,Sutan Tasdik Hardiansyah,lantar35@gmail.com,+62 (0655) 073-5256
S0377,"Tgk. Najwa Nainggolan, S.Kom",busamah@gmail.com,+62 (90) 310-7208
S0296,Ganda Prakasa,bajragin45@yahoo.com,+62-38-325-2930
S0334,"drg. Gangsar Maheswara, S.Psi",twaluyo@gmail.com,+62-0339-395-4358
S0206,Melinda Hidayanto,mardhiyahirma@gmail.com,+62-066-477-9439
S0422,"Puti Cinta Mandala, S.I.Kom",kasiranhariyah@yahoo.com,(0228) 403 4014
S0152,Puti Yessi Susanti,virmanpradana@hotmail.com,+62 (13) 338-1021
S0258,Vicky Natsir,utamijasmin@gmail.com,+62 (21) 418-1251
S0272,Dr. Cemeti Wibowo,hardanahidayat@hotmail.com,(0954) 089 6815
S0431,Mulyanto Saputra,jokosiregar@gmail.com,+62-036-388-6778
S0467,H. Ajiman Prasasta,prayogadarmanto@hotmail.com,+62 (056) 334-9561
S0056,"drg. Sarah Budiman, S.Ked",pratiwibetania@yahoo.com,+62-788-446-4121
S0411,"Cut Belinda Melani, M.Farm",prayitna07@yahoo.com,+62 (077) 243-8600
S0069,Cawuk Simbolon,mmandala@yahoo.com,+62 (61) 829-5574
S0177,Maya Ramadan,hmarpaung@gmail.com,0820115732
S0178,"Jelita Susanti, S.E.",rafisihombing@hotmail.com,(0854) 297 6051
S0219,Hilda Ramadan,gaiman02@hotmail.com,+62 (0297) 410 7685
S0369,"Hendra Damanik, S.Psi",haryantidaruna@yahoo.com,+62-095-363-9440
S0129,Galih Wacana,ajengprakasa@hotmail.com,(034) 260 5875
S0023,"Aisyah Mardhiyah, S.T.",endahsafitri@hotmail.com,(0301) 083-8053
S0398,Rika Tarihoran,jailanijaeman@yahoo.com,+62 (66) 931 2579
S0398,Rika Tarihoran,jailanijaeman@yahoo.com,+62 (66) 931 2579
S0055,"Dt. Bakda Yuliarti, S.I.Kom",eyolanda@gmail.com,+62 (090) 572 5369
S0051,Cut Karimah Andriani,luluhhakim@gmail.com,+62 (0396) 796-6165
S0257,Zizi Firgantoro,lasmonomegantara@yahoo.com,+62 (0321) 463-5351
S0059,Wisnu Handayani,waluyogandi@hotmail.com,(0950) 652-3202
S0402,"R. Bella Maulana, M.TI.",aryaniibrani@yahoo.com,+62 (024) 355-8841
S0392,Violet Suartini,taswirkusmawati@yahoo.com,(0397) 221-5790
S0475,Rangga Lazuardi,mardianto@gmail.com,0898696673
S0383,Nasim Rajata,shalimah@gmail.com,+62 (70) 622 7745
S0285,H. Artawan Riyanti,asirwanda60@gmail.com,086 410 9991
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0233,Queen Andriani,argono30@hotmail.com,(029) 960-9030
S0096,Hari Sudiati,gmelani@hotmail.com,(087) 643 2521
S0263,Artanto Mayasari,ozyhabibi@gmail.com,(0178) 571-0521
S0452,"Puti Fitriani Gunawan, S.E.I",csafitri@gmail.com,+62 (47) 323-3161
S0230,Silvia Hasanah,corneliasuryono@hotmail.com,+62-031-941-6315
S0297,Julia Sihombing,eriksusanti@gmail.com,+62-712-223-5445
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0122,Bagya Namaga,nasyidahopan@hotmail.com,(0224) 073 0446
S0420,Endah Wibisono,atampubolon@hotmail.com,+62 (11) 413-0960
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0429,"KH. Taufik Mahendra, M.M.",sudiatiwani@gmail.com,+62-0767-914-9921
S0058,H. Nyana Suryatmi,baktionorajata@gmail.com,+62-70-544-1450
S0455,"Dr. Mahfud Agustina, S.Pd",dewi06@gmail.com,+62-847-801-5153
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0044,R.M. Edi Lazuardi,habibiliman@hotmail.com,087 996 5838
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0231,Ajeng Puspita,kezia15@gmail.com,+62 (0063) 100-5647
S0011,Dr. Dewi Jailani,gunawanjefri@hotmail.com,+62 (790) 054-5863
S0158,"Cut Tira Suryatmi, S.Gz",csiregar@yahoo.com,+62 (52) 302-7504
S0385,Lasmono Mayasari,sudiatigading@yahoo.com,(0810) 410 4512
S0347,Reksa Puspita,esitumorang@hotmail.com,+62 (094) 171-7915
S0122,Bagya Namaga,nasyidahopan@hotmail.com,(0224) 073 0446
S0414,Tgk. Kurnia Mansur,laraspermata@hotmail.com,+62-81-144-9402
S0276,"R. Indra Andriani, S.Psi",sitilestari@gmail.com,086 516 8395
S0392,Violet Suartini,taswirkusmawati@yahoo.com,(0397) 221-5790
S0456,Almira Permata,dprabowo@hotmail.com,(0748) 953-0551
S0236,Latika Laksita,bakiadihutapea@yahoo.com,0848061088
S0208,Padma Rajasa,budiyantolanang@yahoo.com,(0763) 371 6643
S0436,Titin Prayoga,mandasarikarja@yahoo.com,0812663419
S0362,Paris Anggriawan,dongoransarah@gmail.com,+62 (081) 387 6047
S0401,Patricia Usamah,usadacahyadi@hotmail.com,+62-0786-800-9296
S0438,Dono Waskita,setiawanparis@gmail.com,+62 (54) 690 5604
S0263,Artanto Mayasari,ozyhabibi@gmail.com,(0178) 571-0521
S0200,"R.A. Salimah Napitupulu, S.Pd",kurniapurwanti@hotmail.com,(013) 630-3737
S0048,drg. Nadia Halimah,pia94@gmail.com,0828955458
S0371,Cut Amalia Mustofa,jlatupono@yahoo.com,+62 (0077) 836-5095
S0019,"Sutan Enteng Riyanti, M.Kom.",marsito73@yahoo.com,+62 (0493) 519-4469
S0100,Alika Mansur,flaksita@yahoo.com,+62-0052-202-2742
S0158,"Cut Tira Suryatmi, S.Gz",csiregar@yahoo.com,+62 (52) 302-7504
S0413,Gasti Tarihoran,sihombingclara@gmail.com,+62 (0807) 149 0096
S0082,Devi Dongoran,kamidin87@hotmail.com,+62 (006) 819-7920
S0385,Lasmono Mayasari,sudiatigading@yahoo.com,(0810) 410 4512
S0265,Julia Sinaga,wanipranowo@yahoo.com,+62 (33) 921-4932
S0318,Kasiyah Aryani,radenpuspita@yahoo.com,(041) 692-3758
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0219,Hilda Ramadan,gaiman02@hotmail.com,+62 (0297) 410 7685
S0311,Citra Salahudin,citramayasari@yahoo.com,(0678) 013-2027
S0353,dr. Calista Rahmawati,harsana79@gmail.com,(034) 561-5188
S0071,Olivia Yuniar,opanwasita@hotmail.com,087 763 7743
S0476,"Dirja Irawan, S.E.",gantar83@yahoo.com,0844682708
S0218,dr. Zulfa Ramadan,limar12@gmail.com,(007) 407-3829
S0364,Tantri Prasetyo,ssamosir@yahoo.com,+62 (852) 403-1304
S0361,Gaduh Halimah,silvia84@yahoo.com,+62-0781-688-4566
S0317,Jaeman Ramadan,pangestubakiman@gmail.com,+62 (060) 060 1083
S0017,Olga Hardiansyah,kamal11@yahoo.com,+62-008-327-9016
S0169,Darmana Saefullah,lurhur99@hotmail.com,+62-960-977-7236
S0469,"Sakura Wulandari, S.Psi",rendypuspasari@hotmail.com,+62 (046) 426 7764
S0446,Tgk. Atma Rahayu,nardi07@gmail.com,+62 (0226) 382 1547
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0290,"R.A. Rika Ramadan, S.Pt",marwataprabowo@hotmail.com,+62-273-130-0036
S0416,Jarwi Saefullah,hesti55@hotmail.com,(062) 158 5644
S0072,"dr. Hani Pratiwi, S.Gz",pangestucindy@hotmail.com,+62-010-001-2642
S0171,Tania Wastuti,rizki06@yahoo.com,+62 (392) 462-6501
S0030,Widya Budiman,sabar64@yahoo.com,+62 (082) 610-9893
S0366,"Cut Rahmi Nugroho, S.E.I",ziziprastuti@yahoo.com,(084) 188-7142
S0202,"Paulin Gunarto, S.E.I",maryatigada@yahoo.com,(0905) 704 4750
S0179,Hj. Rina Rahimah,ilsabudiyanto@hotmail.com,+62 (27) 692-4596
S0142,"Ade Zulaika, M.TI.",bpurnawati@yahoo.com,+62 (0773) 886 3758
S0281,Sakura Wijaya,xmaheswara@gmail.com,+62 (83) 914-9550
S0463,Jelita Anggriawan,pardi91@gmail.com,+62-158-901-7719
S0132,Purwanto Agustina,karmafarida@gmail.com,+62 (077) 609-9851
S0177,Maya Ramadan,hmarpaung@gmail.com,0820115732
S0482,Sutan Johan Permata,astutiprayitna@yahoo.com,083 567 7036
S0495,"Shakila Haryanti, S.Farm",thamrinana@hotmail.com,(0011) 553-3552
S0003,Dr. Yulia Siregar,najmudinerik@hotmail.com,+62 (68) 864-9445
S0174,Digdaya Kurniawan,gadang02@gmail.com,+62 (86) 834 7214
S0293,Irma Wulandari,windalestari@yahoo.com,+62 (34) 674-8014
S0474,Silvia Handayani,gilangmansur@hotmail.com,(0931) 823-0717
S0436,Titin Prayoga,mandasarikarja@yahoo.com,0812663419
S0450,Silvia Ramadan,omayasari@gmail.com,+62 (065) 907 6157
S0340,Usman Tarihoran,galak80@hotmail.com,(0862) 784-7475
S0063,dr. Carla Palastri,zulkarnainsaiful@yahoo.com,+62-076-141-4859
S0338,"Makuta Lailasari, S.Pd",kania49@yahoo.com,+62-0571-181-7351
S0105,"Dr. Elma Saputra, S.H.",paris49@yahoo.com,(0628) 947 4407
S0124,"Baktiadi Waskita, M.M.",jailaniyusuf@gmail.com,081 043 1655
S0261,Gina Mandasari,agus60@hotmail.com,+62 (0860) 997-0591
S0264,Jamalia Riyanti,dindawasita@hotmail.com,(043) 880 2214
S0489,Viktor Suryono,ichatampubolon@gmail.com,+62 (025) 520 6067
S0359,Icha Laksita,betania87@hotmail.com,+62 (493) 803 3127
S0237,Febi Rahayu,elmairawan@hotmail.com,0866609353
S0199,Taufik Latupono,suryonoella@hotmail.com,+62 (0800) 497-0978
S0151,"Talia Situmorang, M.Pd",balapati26@hotmail.com,+62 (0768) 842-5535
S0380,Reksa Sihotang,alambana58@gmail.com,+62 (23) 478-2917
S0418,"Ella Budiyanto, S.T.",bwinarno@gmail.com,(074) 595 5828
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0232,Tomi Nainggolan,suartinikasiran@hotmail.com,+62 (946) 782-6620
S0236,Latika Laksita,bakiadihutapea@yahoo.com,0848061088
S0429,"KH. Taufik Mahendra, M.M.",sudiatiwani@gmail.com,+62-0767-914-9921
S0340,Usman Tarihoran,galak80@hotmail.com,(0862) 784-7475
S0051,Cut Karimah Andriani,luluhhakim@gmail.com,+62 (0396) 796-6165
S0409,"Upik Sitorus, S.IP",muhammad02@yahoo.com,+62 (016) 458-2071
S0046,Jefri Nasyidah,leo04@hotmail.com,+62-085-367-1383
S0462,Luwes Hariyah,victoriauyainah@hotmail.com,+62 (19) 875 1045
S0092,Cawuk Situmorang,kembawahyuni@hotmail.com,+62-087-666-1108
S0277,Upik Haryanti,zahra40@yahoo.com,+62-705-677-3233
S0176,Ian Laksmiwati,najmudinozy@yahoo.com,+62 (074) 264-0511
S0174,Digdaya Kurniawan,gadang02@gmail.com,+62 (86) 834 7214
S0215,Hamima Thamrin,qkuswandari@hotmail.com,+62-09-806-3782
S0333,"Enteng Rajasa, S.E.",hidayatpadma@yahoo.com,(015) 835-4166
S0391,Mutia Permadi,namagasurya@hotmail.com,0862845244
S0495,"Shakila Haryanti, S.Farm",thamrinana@hotmail.com,(0011) 553-3552
S0463,Jelita Anggriawan,pardi91@gmail.com,+62-158-901-7719
S0390,"Upik Astuti, M.Farm",eanggriawan@hotmail.com,0815726569
S0103,"Mursinin Uwais, M.Ak",marsitohutapea@yahoo.com,+62 (0457) 603 3776
S0332,Praba Narpati,capalailasari@yahoo.com,+62 (0693) 112 0644
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0175,Cut Mala Nuraini,wsaragih@gmail.com,+62 (080) 059-1152
S0324,Cut Ina Widodo,panca47@yahoo.com,+62-008-115-5690
S0479,Hendra Melani,argono30@hotmail.com,+62-0976-998-5774
S0133,Zahra Padmasari,rwibowo@hotmail.com,+62-593-123-6780
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0102,Irnanto Wahyudin,bmegantara@hotmail.com,085 426 1569
S0183,Puti Fitriani Usamah,nasyidahbahuraksa@gmail.com,+62 (076) 184-2191
S0148,Maida Pradana,ubudiyanto@yahoo.com,(011) 890 9147
S0500,"Tgk. Mala Prakasa, S.Pd",niyaga35@yahoo.com,(027) 734-1578
S0106,Intan Yulianti,hastutigadang@gmail.com,+62 (0923) 069 7786
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0290,"R.A. Rika Ramadan, S.Pt",marwataprabowo@hotmail.com,+62-273-130-0036
S0203,Anom Kuswandari,carla70@yahoo.com,(005) 745-0367
S0361,Gaduh Halimah,silvia84@yahoo.com,+62-0781-688-4566
S0446,Tgk. Atma Rahayu,nardi07@gmail.com,+62 (0226) 382 1547
