,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,training_ID,trainer_name,training_total_meetings,training_price,discount_training,training_type,training_name,cross_selling,upselling
4170,P4171,Perum Setiawan (Persero) Tbk,drg. Prakosa Siregar,"Jl. Kebonjati No. 99
Kota Administrasi Jakarta Utara, Nusa Tenggara Barat 23157",+62-0469-385-5232,endranajmudin@example.com,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2031-06-02,1,bulan,11,Retail,19350000.0,2,phone,negatif,sedang,24,2,9,4,Tidak,2,B4171,Haris,14,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4171,P4172,UD Kuswandari Putra,Ir. Galih Pradipta,"Gg. Pasir Koja No. 3
Jambi, PA 47968",+62 (015) 725-0495,uda61@example.net,"Pertanian, Kehutanan dan Perikanan",2031-06-03,2,hari spesifik,1,Retail,19350000.0,2,email,negatif,buruk,23,2,9,2,Tidak,2,B4172,Ibun,8,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4172,P4173,Perum Saptono,drg. Daliono Susanti,"Gg. Kiaracondong No. 3
Jayapura, Kepulauan Bangka Belitung 17018",(011) 906-6859,akarsanamaryati@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2031-06-04,1,bulan,19,Retail,15480000.0,2,email,negatif,sedang,22,2,9,4,Tidak,2,B4173,Reza,17,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4173,P4174,PT Wastuti,Hari Waskita,"Jl. H.J Maemunah No. 228
Ternate, JI 59926",+62 (047) 863 5043,thastuti@example.com,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2031-06-05,1,hari spesifik,1,Retail,19350000.0,2,email,negatif,buruk,29,2,9,1,Tidak,2,B4174,Alam,8,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4174,P4175,Perum Kuswoyo (Persero) Tbk,"Irma Maulana, M.TI.","Jl. Raya Setiabudhi No. 247
Kotamobagu, Nusa Tenggara Timur 60326",(0088) 899 2820,wahyudintari@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2031-06-06,2,hari spesifik,3,Retail,15480000.0,2,phone,negatif,sedang,28,2,9,3,Tidak,2,B4175,Haris,9,8000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4175,P4176,Perum Sirait,Olivia Lazuardi,"Jl. Yos Sudarso No. 0
Gorontalo, Kepulauan Bangka Belitung 26030",(026) 787-2630,fsihombing@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2031-06-07,1,hari spesifik,19,Retail,19350000.0,1,phone,netral,sedang,25,2,9,5,Tidak,2,B4176,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4176,P4177,CV Agustina (Persero) Tbk,Rina Marbun,"Gang Gedebage Selatan No. 7
Madiun, KT 38757",+62 (51) 304 5010,chandra27@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-06-08,1,hari spesifik,14,Retail,15480000.0,1,email,netral,buruk,24,2,10,4,Tidak,2,B4177,Iqbal,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4177,P4178,CV Aryani Maheswara (Persero) Tbk,Padma Namaga,"Gang Suniaraja No. 18
Gorontalo, Kalimantan Utara 47825",+62-887-699-3099,astutilili@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2031-06-09,1,bulan,15,Retail,19600000.0,2,phone,netral,sedang,20,2,9,5,Tidak,2,B4178,Rian,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4178,P4179,CV Hasanah Palastri,"H. Mursita Setiawan, M.Farm","Jalan Rajiman No. 096
Tebingtinggi, KI 94814",+62 (093) 622 9468,ahidayat@example.net,Industri Pengolahan,2031-06-10,1,hari spesifik,8,Retail,15480000.0,1,phone,netral,sedang,28,2,9,4,Tidak,2,B4179,Rian,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4179,P4180,UD Maulana (Persero) Tbk,"drg. Oman Mandasari, M.Farm","Jl. Peta No. 67
Surakarta, Aceh 14938",(0304) 244-2823,ibunfarida@example.net,Pertambangan dan Penggalian,2031-06-11,2,bulan,13,Retail,15480000.0,1,email,negatif,buruk,20,2,9,5,Tidak,2,B4180,Iqbal,17,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4180,P4181,PT Lazuardi Mardhiyah (Persero) Tbk,"Tgk. Balamantri Saragih, S.Pt","Jl. K.H. Wahid Hasyim No. 3
Dumai, Kalimantan Timur 11151",+62 (99) 244 7534,jthamrin@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-06-12,1,hari spesifik,12,Retail,19600000.0,1,email,negatif,buruk,20,2,10,5,Tidak,2,B4181,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4181,P4182,PD Kusumo Uwais,Adikara Santoso,"Gg. Sentot Alibasa No. 1
Kota Administrasi Jakarta Pusat, PA 29802",+62-857-674-9069,bagassimbolon@example.net,Aktivitas Jasa Lainnya,2031-06-13,2,hari spesifik,12,Retail,15480000.0,1,email,netral,sedang,20,2,9,5,Tidak,2,B4182,Reza,17,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4182,P4183,PD Thamrin Tbk,Cinta Susanti,"Gg. Laswi No. 5
Singkawang, Sulawesi Tengah 65294",082 642 0881,budiyantoparis@example.net,Aktivitas Jasa Lainnya,2031-06-14,1,bulan,3,Retail,19350000.0,1,email,negatif,sedang,25,2,9,3,Tidak,2,B4183,Rian,11,8000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4183,P4184,UD Prasetya,Dina Laksmiwati,"Jl. Dipenogoro No. 4
Tasikmalaya, SB 85722",088 830 9498,malanurdiyanti@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2031-06-15,1,hari spesifik,15,Retail,15480000.0,2,phone,negatif,sedang,20,2,10,4,Tidak,2,B4184,Ibun,14,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4184,P4185,UD Siregar,"dr. Mustofa Purnawati, M.Pd","Jalan Kutisari Selatan No. 11
Meulaboh, Kalimantan Barat 24564",+62 (0746) 753 4229,wwasita@example.net,Real Estat,2031-06-16,1,hari spesifik,7,Retail,19350000.0,1,email,negatif,buruk,25,2,9,4,Tidak,2,B4185,Ibun,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4185,P4186,PT Thamrin Uwais Tbk,Gandewa Andriani,"Jalan Moch. Toha No. 175
Tangerang Selatan, Sulawesi Utara 23864",+62 (0894) 971 2128,radikanainggolan@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2031-06-17,1,bulan,14,Retail,15680000.0,2,email,negatif,sedang,21,2,9,5,Tidak,2,B4186,Iqbal,17,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4186,P4187,CV Hutasoit,R. Bella Marpaung,"Jl. R.E Martadinata No. 209
Palu, KU 62911",+62-0698-794-1377,nasyiahmutia@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-06-18,1,bulan,17,Retail,19350000.0,2,phone,negatif,sedang,25,2,9,5,Tidak,2,B4187,Iqbal,16,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4187,P4188,Perum Setiawan,Safina Sudiati,"Jl. Surapati No. 581
Palu, Sulawesi Utara 28346",(0055) 315 2712,mayasarinatalia@example.org,Aktivitas Keuangan dan Asuransi,2031-06-19,2,bulan,11,Retail,19350000.0,1,email,negatif,sedang,23,2,9,3,Tidak,2,B4188,Ibun,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4188,P4189,PT Winarno,Ira Anggriawan,"Jl. Moch. Ramdan No. 76
Kota Administrasi Jakarta Timur, DI Yogyakarta 78352",+62 (13) 097-5783,suwarnobalapati@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2031-06-20,2,hari spesifik,10,Retail,15680000.0,1,email,negatif,sedang,25,2,9,3,Tidak,2,B4189,Ibun,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4189,P4190,PT Susanti (Persero) Tbk,Pandu Halim,"Jalan Moch. Toha No. 07
Sungai Penuh, PA 37016",+62 (41) 616 8711,kurniawancakrawala@example.com,Konstruksi,2031-06-21,2,bulan,11,Retail,19350000.0,2,email,negatif,sedang,29,2,9,4,Tidak,2,B4190,Rian,11,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4190,P4191,PT Kuswandari,"Salsabila Iswahyudi, M.Pd","Gang Sukabumi No. 7
Kota Administrasi Jakarta Pusat, JT 08325",+62 (14) 903-0514,uchitaadriansyah@example.net,Pendidikan,2031-06-22,2,bulan,5,Retail,15480000.0,1,email,negatif,buruk,21,2,9,3,Tidak,2,B4191,Haris,11,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4191,P4192,UD Mardhiyah Saefullah,Anita Habibi,"Jl. Sadang Serang No. 525
Kota Administrasi Jakarta Selatan, JI 40231",+62 (85) 270 6766,suryatmititi@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2031-06-23,1,hari spesifik,8,Retail,15480000.0,1,email,netral,sedang,29,2,9,3,Tidak,2,B4192,Ibun,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4192,P4193,UD Yuniar (Persero) Tbk,Jane Natsir,"Gg. Tebet Barat Dalam No. 3
Batam, Nusa Tenggara Timur 42417",+62 (480) 699 1343,karimanhidayanto@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2031-06-24,1,bulan,3,Retail,15480000.0,1,email,negatif,sedang,21,2,9,3,Tidak,2,B4193,Ibun,11,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4193,P4194,UD Habibi Pangestu,Anom Sinaga,"Gang Astana Anyar No. 56
Tidore Kepulauan, RI 71523",+62 (003) 793-6929,othamrin@example.org,Informasi Dan Komunikasi,2031-06-25,2,bulan,10,Retail,15480000.0,2,email,negatif,sedang,20,2,9,3,Tidak,2,B4194,Haris,14,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4194,P4195,UD Pratiwi Tbk,Nasab Usamah,"Jl. PHH. Mustofa No. 48
Samarinda, SR 46383",+62 (578) 773 8344,umiprasetyo@example.net,Pengangkutan dan Pergudangan,2031-06-26,1,bulan,11,Retail,19350000.0,2,email,netral,sedang,20,2,9,4,Tidak,2,B4195,Lukas,14,11000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4195,P4196,UD Yolanda (Persero) Tbk,Jaya Hassanah,"Gg. Sukajadi No. 230
Tangerang, Maluku Utara 61618",0898156772,kurniawanmaman@example.com,Pertambangan dan Penggalian,2031-06-27,1,hari spesifik,10,Retail,15480000.0,1,phone,negatif,buruk,28,2,9,4,Tidak,2,B4196,Iqbal,14,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4196,P4197,UD Maryadi (Persero) Tbk,"Mulyanto Salahudin, S.IP","Gang Siliwangi No. 9
Tomohon, RI 07611",(0247) 632 8898,vivi25@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2031-06-28,2,hari spesifik,15,Retail,19350000.0,1,phone,negatif,sedang,21,2,9,5,Tidak,2,B4197,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4197,P4198,PT Permadi,"R. Ira Pradana, M.Kom.","Gang Sukajadi No. 0
Batu, BA 80894",082 789 9142,cinthiamaryati@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-06-29,1,hari spesifik,19,Retail,15480000.0,1,email,netral,sedang,25,2,10,5,Tidak,2,B4198,Haris,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4198,P4199,PD Prastuti Tbk,Kania Wibowo,"Jalan Wonoayu No. 14
Dumai, Jawa Tengah 11076",+62 (0991) 359-9691,palastrigambira@example.net,Pendidikan,2031-06-30,1,bulan,7,Retail,15480000.0,1,email,netral,sedang,28,2,9,3,Tidak,2,B4199,Ibun,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4199,P4200,UD Ardianto Suryono (Persero) Tbk,Michelle Rahimah,"Jalan Cihampelas No. 33
Tidore Kepulauan, Papua Barat 09299",+62 (0208) 249-4311,sakapurwanti@example.org,Pertambangan dan Penggalian,2031-07-01,1,hari spesifik,8,Retail,19350000.0,2,phone,negatif,sedang,21,2,10,3,Tidak,2,B4200,Ibun,13,9000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4200,P4201,PT Mahendra,Puti Hassanah,"Gang Raya Setiabudhi No. 3
Magelang, Bengkulu 71068",(093) 893-3014,kenes32@example.org,Pendidikan,2031-07-02,1,hari spesifik,20,Retail,15480000.0,1,email,netral,sedang,25,2,9,5,Tidak,2,B4201,Haris,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4201,P4202,Perum Pradana Tbk,Devi Latupono,"Gg. Sukabumi No. 71
Purwokerto, Sulawesi Barat 74178",(029) 018 7112,pwibowo@example.com,Aktivitas Keuangan dan Asuransi,2031-07-03,1,hari spesifik,16,Retail,19600000.0,1,phone,negatif,sedang,27,2,9,5,Tidak,2,B4202,Iqbal,17,4000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4202,P4203,Perum Hidayanto Purwanti (Persero) Tbk,"KH. Bagya Kurniawan, S.H.","Jl. Jend. A. Yani No. 45
Tomohon, Bengkulu 53758",+62 (056) 333 8910,warsitasaragih@example.com,"Kesenian, Hiburan Dan Rekreasi",2031-07-04,1,hari spesifik,16,Retail,15480000.0,1,email,negatif,buruk,23,2,9,5,Tidak,2,B4203,Haris,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4203,P4204,UD Suryatmi Tbk,Safina Mandala,"Jl. Medokan Ayu No. 261
Lhokseumawe, KT 27244",(0143) 274-9167,saragihjabal@example.net,Pertambangan dan Penggalian,2031-07-05,1,bulan,15,Retail,19350000.0,1,email,negatif,sedang,29,2,9,5,Tidak,2,B4204,Ibun,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4204,P4205,PT Wijaya,Caraka Rahimah,"Jl. Raya Ujungberung No. 272
Parepare, Sumatera Barat 42736",+62 (075) 369-2656,darman46@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2031-07-06,1,bulan,15,Retail,15480000.0,1,email,negatif,sedang,28,2,9,5,Tidak,2,B4205,Reza,14,8000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4205,P4206,PD Winarsih Mangunsong,Wirda Utami,"Jalan Suniaraja No. 104
Banjarmasin, KB 64224",+62-09-738-3241,kania02@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2031-07-07,1,bulan,3,Retail,15480000.0,1,email,negatif,buruk,24,2,9,3,Tidak,2,B4206,Haris,11,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4206,P4207,Perum Farida,Harimurti Prayoga,"Jl. Suniaraja No. 4
Kota Administrasi Jakarta Utara, BB 78704",082 259 8417,hariyahnatalia@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2031-07-08,2,hari spesifik,13,Retail,19350000.0,1,email,negatif,sedang,29,2,9,5,Tidak,2,B4207,Haris,17,10000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4207,P4208,PT Wulandari Santoso (Persero) Tbk,Jessica Pertiwi,"Gg. Indragiri No. 3
Lubuklinggau, Aceh 11151",085 968 4180,ksusanti@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2031-07-09,1,bulan,3,Retail,15480000.0,1,email,negatif,sedang,21,2,9,3,Tidak,2,B4208,Ibun,11,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4208,P4209,UD Situmorang Suryatmi Tbk,Dr. Ika Handayani,"Gg. Ronggowarsito No. 976
Tanjungpinang, SU 88159",+62 (790) 527 8153,tastuti@example.org,Informasi Dan Komunikasi,2031-07-10,2,bulan,1,Retail,15480000.0,1,email,netral,sedang,20,2,9,2,Tidak,2,B4209,Haris,8,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4209,P4210,CV Siregar,"Tgk. Kani Kusmawati, M.Pd","Gg. Rungkut Industri No. 1
Lubuklinggau, Sumatera Utara 52393",+62 (0378) 567 2728,cfirgantoro@example.net,Informasi Dan Komunikasi,2031-07-11,1,bulan,6,Retail,19350000.0,1,phone,negatif,buruk,26,2,10,3,Tidak,2,B4210,Haris,10,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4210,P4211,UD Utami Damanik (Persero) Tbk,Bakti Yuliarti,"Gang Laswi No. 278
Sorong, PA 80656",+62-682-576-5257,narpatiraden@example.com,Pertambangan dan Penggalian,2031-07-12,1,bulan,2,Retail,19350000.0,1,email,negatif,sedang,28,2,9,1,Tidak,2,B4211,Iqbal,7,9000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4211,P4212,PT Winarsih Kuswandari,"Ir. Karma Usamah, S.Gz","Jl. Erlangga No. 0
Kota Administrasi Jakarta Barat, JB 65377",(081) 204 7405,sihombingdalimin@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2031-07-13,2,bulan,12,Retail,15480000.0,2,email,negatif,sedang,21,2,9,5,Tidak,2,B4212,Rian,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4212,P4213,PT Budiman Maulana Tbk,Putri Winarsih,"Jalan Surapati No. 0
Lhokseumawe, Aceh 60413",+62 (0287) 266-4720,widiastutiwidya@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2031-07-14,2,hari spesifik,8,Retail,19350000.0,1,email,netral,buruk,22,2,9,4,Tidak,2,B4213,Alam,14,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4213,P4214,PD Situmorang,Cinthia Pradana,"Jl. Monginsidi No. 4
Singkawang, AC 10015",0865490548,garawaluyo@example.net,Konstruksi,2031-07-15,2,bulan,10,Retail,15480000.0,1,email,netral,sedang,25,2,9,3,Tidak,2,B4214,Rian,11,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4214,P4215,CV Dongoran,Drs. Elma Lazuardi,"Jl. Kutisari Selatan No. 352
Kota Administrasi Jakarta Timur, SR 19344",(0079) 028-6299,uyolanda@example.org,Pertambangan dan Penggalian,2031-07-16,1,hari spesifik,5,Retail,19350000.0,2,email,netral,sedang,25,2,9,2,Tidak,2,B4215,Iqbal,11,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4215,P4216,CV Suartini Rajata,Daryani Situmorang,"Jl. Cihampelas No. 14
Bima, Nusa Tenggara Timur 88264",(011) 253-8869,kwidodo@example.net,Real Estat,2031-07-17,1,hari spesifik,7,Retail,19350000.0,1,email,netral,sedang,28,2,9,3,Tidak,2,B4216,Ibun,13,3000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4216,P4217,UD Nurdiyanti,Hardi Jailani,"Gang Jend. A. Yani No. 12
Manado, MA 96543",+62 (247) 636-5166,halimahwage@example.com,Pertambangan dan Penggalian,2031-07-18,2,bulan,20,Retail,19600000.0,2,email,negatif,sedang,22,2,9,5,Tidak,2,B4217,Iqbal,17,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4217,P4218,PD Palastri Tbk,Hj. Putri Simanjuntak,"Jalan Astana Anyar No. 887
Salatiga, SS 40077",+62 (66) 078-0843,astutigenta@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2031-07-19,1,bulan,17,Retail,19350000.0,2,email,negatif,sedang,22,2,9,5,Tidak,2,B4218,Ibun,15,5000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4218,P4219,UD Nuraini,"Maman Marpaung, S.T.","Gg. Veteran No. 09
Mojokerto, LA 37161",084 572 3385,victoria31@example.com,Aktivitas Jasa Lainnya,2031-07-20,1,hari spesifik,4,Retail,19350000.0,2,phone,netral,buruk,21,2,9,3,Tidak,2,B4219,Reza,9,9000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4219,P4220,Perum Yulianti (Persero) Tbk,Karma Pangestu,"Jalan Kiaracondong No. 78
Purwokerto, Lampung 79397",(066) 385-6195,ozyfirgantoro@example.com,"Pertanian, Kehutanan dan Perikanan",2031-07-21,1,hari spesifik,11,Retail,19350000.0,1,email,negatif,sedang,22,2,10,4,Tidak,2,B4220,Ibun,13,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4220,P4221,PD Sirait,R.A. Mila Dongoran,"Jalan Wonoayu No. 395
Parepare, PB 56710",+62 (500) 506-3620,smelani@example.net,Pertambangan dan Penggalian,2031-07-22,1,bulan,14,Retail,19350000.0,1,email,negatif,sedang,25,2,9,5,Tidak,2,B4221,Iqbal,17,6000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
4221,P4222,PD Prastuti Mandasari (Persero) Tbk,"Bagya Manullang, S.I.Kom","Gang Otto Iskandardinata No. 06
Pematangsiantar, Sulawesi Barat 05526",+62 (11) 373-4610,yuliawibowo@example.org,Informasi Dan Komunikasi,2031-07-23,2,hari spesifik,12,Retail,15480000.0,1,email,negatif,sedang,27,2,9,4,Tidak,2,B4222,Ibun,17,7000000,2,Leadership & Managerial Series,Five Core Leadership Using POCE,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Distance Coaching & Mentoring using Digital Approach
